year,household_id,mobilebank_year,income
2013,1042,,2029.988
2012,1042,,2030.475
2011,1042,,2028.582
2010,1042,,2026.256
2009,1042,,2025.612
2008,1042,,2029.683
2007,1042,,2025.17
2006,1042,,2022.739
2005,1042,,2022.923
2004,1042,,2026.296
2003,1042,,2018.997
2002,1042,,2023.218
2017,1043,,2035.95
2016,1043,,2033.606
2015,1043,,2034.603
2014,1043,,2033.6
2013,1043,,2031.867
2012,1043,,2029.98
2011,1043,,2029.005
2010,1043,,2029.435
2009,1043,,2027.398
2008,1043,,2027.617
2007,1043,,2026.994
2006,1043,,2022.993
2005,1043,,2025.25
2004,1043,,2023.939
2003,1043,,2017.875
2002,1043,,2023.093
2017,1044,,2035.89
2016,1044,,2033.484
2015,1044,,2033.675
2014,1044,,2032.557
2013,1044,,2028.53
2012,1044,,2028.74
2011,1044,,2029.433
2010,1044,,2028.074
2009,1044,,2024.537
2008,1044,,2025.59
2007,1044,,2022.374
2006,1044,,2022.815
2005,1044,,2025.457
2004,1044,,2023.569
2003,1044,,2021.542
2002,1044,,2022.64
2017,1045,,2037.043
2016,1045,,2033.895
2015,1045,,2032.708
2014,1045,,2033.092
2013,1045,,2029.091
2012,1045,,2029.902
2011,1045,,2025.762
2010,1045,,2025.89
2009,1045,,2025.83
2008,1045,,2024.92
2007,1045,,2021.727
2006,1045,,2022.964
2005,1045,,2022.688
2004,1045,,2023.204
2003,1045,,2017.295
2002,1045,,2022.49
2017,1046,,2035.115
2016,1046,,2033.873
2015,1046,,2033.325
2014,1046,,2031.603
2013,1046,,2028.677
2012,1046,,2028.714
2011,1046,,2026.119
2010,1046,,2028.71
2009,1046,,2025.647
2008,1046,,2024.81
2007,1046,,2025.053
2006,1046,,2022.501
2005,1046,,2023.817
2004,1046,,2023.523
2003,1046,,2019.482
2002,1046,,2021.508
2017,1047,,2033.825
2016,1047,,2035.146
2015,1047,,2035.218
2014,1047,,2033.138
2013,1047,,2029.642
2012,1047,,2028.854
2011,1047,,2026.399
2010,1047,,2027.021
2009,1047,,2030.481
2008,1047,,2027.698
2007,1047,,2026.533
2006,1047,,2025.439
2005,1047,,2024.999
2004,1047,,2022.213
2003,1047,,2018.893
2002,1047,,2022.081
2017,1048,,2037.077
2016,1048,,2032.227
2015,1048,,2034.592
2014,1048,,2033.904
2013,1048,,2030.898
2012,1048,,2030.723
2011,1048,,2028.666
2010,1048,,2027.188
2009,1048,,2026.773
2008,1048,,2024.415
2007,1048,,2022.414
2006,1048,,2024.912
2005,1048,,2023.527
2004,1048,,2025.03
2003,1048,,2019.415
2002,1048,,2022.563
2017,1049,,2038.879
2016,1049,,2035.083
2015,1049,,2034.683
2014,1049,,2034.551
2013,1049,,2031.777
2012,1049,,2031.502
2011,1049,,2028.553
2010,1049,,2029.315
2009,1049,,2027.02
2008,1049,,2030.204
2007,1049,,2025.234
2006,1049,,2027.492
2005,1049,,2027.087
2004,1049,,2027.118
2003,1049,,2019.18
2002,1049,,2025.698
2017,1050,,2036.717
2016,1050,,2035.103
2015,1050,,2032.417
2014,1050,,2031.943
2013,1050,,2029.941
2012,1050,,2029.054
2011,1050,,2027.059
2010,1050,,2029.062
2009,1050,,2026.501
2008,1050,,2026.274
2007,1050,,2023.938
2006,1050,,2024.164
2005,1050,,2024.276
2004,1050,,2022.842
2003,1050,,2020.556
2002,1050,,2021.92
2017,1051,,2032.876
2016,1051,,2031.722
2015,1051,,2029.481
2014,1051,,2032.177
2013,1051,,2025.926
2012,1051,,2028.075
2011,1051,,2025.367
2010,1051,,2025.695
2009,1051,,2025.517
2008,1051,,2023.642
2007,1051,,2020.432
2006,1051,,2022.88
2005,1051,,2020.218
2004,1051,,2022.067
2003,1051,,2018.366
2002,1051,,2020.216
2017,1052,,2033.817
2016,1052,,2035.28
2015,1052,,2033.094
2014,1052,,2033.676
2013,1052,,2030.811
2012,1052,,2030.805
2011,1052,,2027.275
2010,1052,,2029.297
2009,1052,,2025.421
2008,1052,,2027.797
2007,1052,,2021.148
2006,1052,,2022.342
2005,1052,,2024.525
2004,1052,,2021.309
2003,1052,,2018.931
2002,1052,,2021.679
2017,1053,,2032.855
2016,1053,,2033.421
2015,1053,,2029.183
2014,1053,,2032.25
2013,1053,,2027.103
2012,1053,,2027.217
2011,1053,,2024.34
2010,1053,,2025.845
2009,1053,,2021.894
2008,1053,,2023.419
2007,1053,,2023.336
2006,1053,,2022.034
2005,1053,,2020.606
2004,1053,,2023.018
2003,1053,,2018.274
2002,1053,,2022.553
2017,1054,,2036.445
2016,1054,,2036.435
2015,1054,,2032.244
2014,1054,,2036.01
2013,1054,,2032.344
2012,1054,,2028.346
2011,1054,,2031.855
2010,1054,,2028.781
2009,1054,,2027.362
2008,1054,,2026.399
2007,1054,,2026.166
2006,1054,,2026.546
2005,1054,,2025.968
2004,1054,,2023.772
2003,1054,,2020.201
2002,1054,,2026.309
2017,1055,,2036.58
2016,1055,,2035.37
2015,1055,,2032.276
2014,1055,,2034.804
2013,1055,,2030.529
2012,1055,,2028.412
2011,1055,,2027.244
2010,1055,,2027.862
2009,1055,,2025.784
2008,1055,,2025.869
2007,1055,,2024.531
2006,1055,,2022.217
2005,1055,,2025.167
2004,1055,,2024.621
2003,1055,,2018.467
2002,1055,,2023.79
2017,1056,,2035.257
2016,1056,,2033.93
2015,1056,,2033.498
2014,1056,,2033.87
2013,1056,,2029.81
2012,1056,,2029.888
2011,1056,,2028.931
2010,1056,,2028.575
2009,1056,,2024.394
2008,1056,,2026.218
2007,1056,,2025.278
2006,1056,,2025.238
2005,1056,,2025.124
2004,1056,,2022.1
2003,1056,,2019.225
2002,1056,,2023.481
2017,1057,,2037.257
2016,1057,,2036.479
2015,1057,,2034.35
2014,1057,,2032.748
2013,1057,,2031.535
2012,1057,,2029.963
2011,1057,,2028.824
2010,1057,,2027.095
2009,1057,,2024.546
2008,1057,,2027.738
2007,1057,,2024.964
2006,1057,,2023.14
2005,1057,,2024.291
2004,1057,,2024.576
2003,1057,,2018.962
2002,1057,,2022.811
2017,1058,,2034.31
2016,1058,,2034.789
2015,1058,,2032.884
2014,1058,,2033.638
2013,1058,,2029.621
2012,1058,,2027.605
2011,1058,,2026.526
2010,1058,,2028.334
2009,1058,,2024.996
2008,1058,,2024.72
2007,1058,,2022.36
2006,1058,,2024.462
2005,1058,,2025.112
2004,1058,,2022.764
2003,1058,,2017.68
2002,1058,,2024.168
2017,1059,,2037.062
2016,1059,,2033.348
2015,1059,,2032.721
2014,1059,,2034.129
2013,1059,,2029.124
2012,1059,,2027.507
2011,1059,,2028.643
2010,1059,,2026.385
2009,1059,,2026.814
2008,1059,,2025.98
2007,1059,,2024.183
2006,1059,,2024.404
2005,1059,,2024.875
2004,1059,,2022.58
2003,1059,,2019.426
2002,1059,,2021
2017,1060,,2035.26
2016,1060,,2033.859
2015,1060,,2034.251
2014,1060,,2035.038
2013,1060,,2030.46
2012,1060,,2029.29
2011,1060,,2029.47
2010,1060,,2028.737
2009,1060,,2024.41
2008,1060,,2026.382
2007,1060,,2026.64
2006,1060,,2025.021
2005,1060,,2023.808
2004,1060,,2023.192
2003,1060,,2018.624
2002,1060,,2024.945
2017,1061,,2037.324
2016,1061,,2034.36
2015,1061,,2030.603
2014,1061,,2030.902
2013,1061,,2029.583
2012,1061,,2028.463
2011,1061,,2028.841
2010,1061,,2026.924
2009,1061,,2024.417
2008,1061,,2027.107
2007,1061,,2024.784
2006,1061,,2024.866
2005,1061,,2022.513
2004,1061,,2022.527
2003,1061,,2016.984
2002,1061,,2022.674
2017,1062,,2038.834
2016,1062,,2036.832
2015,1062,,2034.258
2014,1062,,2036.374
2013,1062,,2032.351
2012,1062,,2032.92
2011,1062,,2027.821
2010,1062,,2029.278
2009,1062,,2026.966
2008,1062,,2025.26
2007,1062,,2024.615
2006,1062,,2027.447
2005,1062,,2026.026
2004,1062,,2026.753
2003,1062,,2020.067
2002,1062,,2026.63
2017,1063,,2036.921
2016,1063,,2035.756
2015,1063,,2035.286
2014,1063,,2033.478
2013,1063,,2031.813
2012,1063,,2030.667
2011,1063,,2030.708
2010,1063,,2028.789
2009,1063,,2027.25
2008,1063,,2026.018
2007,1063,,2024.996
2006,1063,,2023.878
2005,1063,,2024.311
2004,1063,,2023.966
2003,1063,,2020.216
2002,1063,,2022.796
2017,1064,,2039.054
2016,1064,,2034.271
2015,1064,,2033.842
2014,1064,,2032.055
2013,1064,,2029.844
2012,1064,,2030.623
2011,1064,,2027.766
2010,1064,,2030.45
2009,1064,,2026.51
2008,1064,,2026.772
2007,1064,,2025.635
2006,1064,,2026.084
2005,1064,,2024.823
2004,1064,,2025.059
2003,1064,,2022.641
2002,1064,,2022.031
2017,1065,,2037.105
2016,1065,,2036.167
2015,1065,,2033.717
2014,1065,,2034.955
2013,1065,,2031.89
2012,1065,,2031.012
2011,1065,,2029.051
2010,1065,,2029.281
2009,1065,,2026.263
2008,1065,,2028.349
2007,1065,,2025.884
2006,1065,,2025.122
2005,1065,,2024.245
2004,1065,,2025.798
2003,1065,,2022.485
2002,1065,,2025.283
2017,1066,,2036.939
2016,1066,,2036.318
2015,1066,,2032.28
2014,1066,,2032.965
2013,1066,,2028.967
2012,1066,,2028.104
2011,1066,,2030.848
2010,1066,,2027.674
2009,1066,,2026.546
2008,1066,,2026.354
2007,1066,,2022.595
2006,1066,,2021.491
2005,1066,,2023.714
2004,1066,,2025.927
2003,1066,,2018.094
2002,1066,,2026.211
2017,1067,,2035.143
2016,1067,,2032.801
2015,1067,,2032.686
2014,1067,,2032.667
2013,1067,,2030.773
2012,1067,,2027.411
2011,1067,,2028.207
2010,1067,,2030.272
2009,1067,,2024.544
2008,1067,,2026.111
2007,1067,,2022.552
2006,1067,,2023.899
2005,1067,,2026.202
2004,1067,,2022.601
2003,1067,,2017.83
2002,1067,,2025.216
2017,1068,,2036.224
2016,1068,,2032.166
2015,1068,,2030.181
2014,1068,,2033.491
2013,1068,,2028.405
2012,1068,,2027.566
2011,1068,,2025.032
2010,1068,,2026.46
2009,1068,,2023.712
2008,1068,,2025.396
2007,1068,,2022.18
2006,1068,,2023.075
2005,1068,,2021.624
2004,1068,,2021.408
2003,1068,,2016.233
2002,1068,,2019.05
2017,1069,,2036.397
2016,1069,,2036.597
2015,1069,,2033.479
2014,1069,,2033.519
2013,1069,,2030.852
2012,1069,,2032.501
2011,1069,,2028.323
2010,1069,,2027.638
2009,1069,,2029.707
2008,1069,,2025.361
2007,1069,,2023.892
2006,1069,,2026.033
2005,1069,,2022.527
2004,1069,,2023.974
2003,1069,,2020.319
2002,1069,,2026.076
2017,1070,,2036.921
2016,1070,,2035.762
2015,1070,,2036.448
2014,1070,,2033.486
2013,1070,,2032.811
2012,1070,,2033.284
2011,1070,,2030.45
2010,1070,,2030.353
2009,1070,,2027.541
2008,1070,,2027.777
2007,1070,,2026.198
2006,1070,,2024.606
2005,1070,,2026.219
2004,1070,,2026.619
2003,1070,,2021.037
2002,1070,,2024.899
2017,1071,,2034.287
2016,1071,,2034.277
2015,1071,,2034.286
2014,1071,,2035.346
2013,1071,,2030.078
2012,1071,,2028.835
2011,1071,,2028.696
2010,1071,,2028.223
2009,1071,,2026.613
2008,1071,,2026.526
2007,1071,,2024.764
2006,1071,,2024.289
2005,1071,,2023.924
2004,1071,,2024.31
2003,1071,,2020.957
2002,1071,,2021.696
2017,1072,,2036.863
2016,1072,,2034.662
2015,1072,,2034.58
2014,1072,,2035.196
2013,1072,,2031.179
2012,1072,,2029.49
2011,1072,,2030.185
2010,1072,,2028.207
2009,1072,,2025.762
2008,1072,,2026.686
2007,1072,,2026.427
2006,1072,,2026.31
2005,1072,,2026.409
2004,1072,,2022.515
2003,1072,,2019.879
2002,1072,,2022.99
2017,1073,,2037.79
2016,1073,,2034.87
2015,1073,,2033.119
2014,1073,,2031.733
2013,1073,,2029.006
2012,1073,,2028.981
2011,1073,,2026.634
2010,1073,,2027.85
2009,1073,,2026.097
2008,1073,,2026.593
2007,1073,,2024.206
2006,1073,,2025.735
2005,1073,,2023.955
2004,1073,,2022.428
2003,1073,,2019.295
2002,1073,,2024.665
2017,1074,,2037.269
2016,1074,,2034.376
2015,1074,,2033.148
2014,1074,,2033.338
2013,1074,,2031.002
2012,1074,,2029.477
2011,1074,,2031.016
2010,1074,,2029.261
2009,1074,,2027.412
2008,1074,,2026.267
2007,1074,,2025.556
2006,1074,,2024.55
2005,1074,,2028.073
2004,1074,,2024.133
2003,1074,,2021.39
2002,1074,,2023.556
2017,1075,,2038.583
2016,1075,,2035.969
2015,1075,,2034.454
2014,1075,,2036.502
2013,1075,,2031.012
2012,1075,,2029.3
2011,1075,,2029.053
2010,1075,,2027.603
2009,1075,,2026.436
2008,1075,,2025.418
2007,1075,,2024.957
2006,1075,,2025.518
2005,1075,,2025.78
2004,1075,,2025.449
2003,1075,,2021.4
2002,1075,,2023.19
2017,1076,,2036.943
2016,1076,,2035.264
2015,1076,,2035.866
2014,1076,,2036.281
2013,1076,,2031.587
2012,1076,,2030.301
2011,1076,,2030.186
2010,1076,,2026.871
2009,1076,,2029.802
2008,1076,,2028.04
2007,1076,,2025.118
2006,1076,,2023.021
2005,1076,,2027.36
2004,1076,,2025.156
2003,1076,,2020.46
2002,1076,,2024.9
2017,1077,,2039.674
2016,1077,,2036.222
2015,1077,,2035.54
2014,1077,,2033.57
2013,1077,,2030.85
2012,1077,,2029.887
2011,1077,,2028.977
2010,1077,,2029.3
2009,1077,,2029.284
2008,1077,,2029.315
2007,1077,,2024.924
2006,1077,,2026.124
2005,1077,,2026.64
2004,1077,,2025.619
2003,1077,,2021.931
2002,1077,,2024.234
2017,1078,,2036.01
2016,1078,,2033.287
2015,1078,,2034.493
2014,1078,,2034.58
2013,1078,,2030.375
2012,1078,,2030.565
2011,1078,,2026.773
2010,1078,,2024.781
2009,1078,,2024.453
2008,1078,,2026.005
2007,1078,,2023.01
2006,1078,,2021.898
2005,1078,,2021.461
2004,1078,,2022.519
2003,1078,,2018.636
2002,1078,,2019.832
2017,1079,,2035.675
2016,1079,,2034.638
2015,1079,,2037.396
2014,1079,,2034.391
2013,1079,,2030.558
2012,1079,,2029.781
2011,1079,,2029.098
2010,1079,,2028.827
2009,1079,,2027.462
2008,1079,,2024.708
2007,1079,,2025.018
2006,1079,,2025.805
2005,1079,,2026.039
2004,1079,,2023.509
2003,1079,,2020.816
2002,1079,,2021.995
2017,1080,,2037.351
2016,1080,,2033.798
2015,1080,,2033.471
2014,1080,,2032.355
2013,1080,,2030.873
2012,1080,,2028.85
2011,1080,,2026.44
2010,1080,,2025.639
2009,1080,,2024.614
2008,1080,,2026.012
2007,1080,,2023.298
2006,1080,,2022.788
2005,1080,,2025.691
2004,1080,,2022.192
2003,1080,,2020.842
2002,1080,,2021.706
2017,1081,,2039.729
2016,1081,,2037.834
2015,1081,,2033.183
2014,1081,,2038.557
2013,1081,,2029.668
2012,1081,,2031.089
2011,1081,,2029.716
2010,1081,,2033.492
2009,1081,,2026.97
2008,1081,,2027.604
2007,1081,,2027.078
2006,1081,,2025.813
2005,1081,,2027.147
2004,1081,,2026.168
2003,1081,,2021.922
2002,1081,,2026.752
2017,1082,,2036.836
2016,1082,,2035.361
2015,1082,,2034.186
2014,1082,,2035.292
2013,1082,,2030.825
2012,1082,,2032.203
2011,1082,,2028.977
2010,1082,,2028.183
2009,1082,,2028.719
2008,1082,,2026.3
2007,1082,,2025.731
2006,1082,,2025.242
2005,1082,,2026.158
2004,1082,,2024.616
2003,1082,,2020.45
2002,1082,,2022.635
2017,1083,,2033.549
2016,1083,,2033.916
2015,1083,,2032.041
2014,1083,,2033.241
2013,1083,,2030.032
2012,1083,,2028.171
2011,1083,,2028.913
2010,1083,,2028.06
2009,1083,,2024.056
2008,1083,,2022.568
2007,1083,,2023.838
2006,1083,,2023.235
2005,1083,,2023.225
2004,1083,,2023.441
2003,1083,,2016.97
2002,1083,,2020.07
2017,1084,,2035.973
2016,1084,,2035.108
2015,1084,,2035.343
2014,1084,,2033.125
2013,1084,,2029.549
2012,1084,,2030.942
2011,1084,,2027.545
2010,1084,,2028.092
2009,1084,,2026.503
2008,1084,,2026.265
2007,1084,,2024.984
2006,1084,,2024.257
2005,1084,,2023.715
2004,1084,,2024.969
2003,1084,,2019.975
2002,1084,,2022.881
2017,1085,,2035.585
2016,1085,,2033.07
2015,1085,,2030.536
2014,1085,,2034.607
2013,1085,,2030.128
2012,1085,,2030.317
2011,1085,,2029.415
2010,1085,,2026.803
2009,1085,,2026.717
2008,1085,,2026.545
2007,1085,,2024.058
2006,1085,,2021.379
2005,1085,,2024.85
2004,1085,,2024.971
2003,1085,,2020.318
2002,1085,,2022.353
2017,1086,,2034.969
2016,1086,,2033.215
2015,1086,,2033.249
2014,1086,,2034.474
2013,1086,,2031.432
2012,1086,,2028.028
2011,1086,,2027.568
2010,1086,,2027.901
2009,1086,,2027.543
2008,1086,,2025.301
2007,1086,,2024.292
2006,1086,,2023.562
2005,1086,,2023.561
2004,1086,,2023.084
2003,1086,,2019.276
2002,1086,,2022.731
2017,1087,,2037.115
2016,1087,,2035.818
2015,1087,,2033.413
2014,1087,,2032.254
2013,1087,,2030.425
2012,1087,,2027.644
2011,1087,,2026.799
2010,1087,,2026.834
2009,1087,,2026.427
2008,1087,,2024.183
2007,1087,,2027.261
2006,1087,,2023.332
2005,1087,,2024.175
2004,1087,,2023.994
2003,1087,,2018.384
2002,1087,,2021.407
2017,1088,,2039.097
2016,1088,,2035.782
2015,1088,,2033.52
2014,1088,,2034.255
2013,1088,,2031.008
2012,1088,,2032.474
2011,1088,,2028.336
2010,1088,,2029.241
2009,1088,,2030.641
2008,1088,,2030.893
2007,1088,,2027.001
2006,1088,,2026.283
2005,1088,,2026.107
2004,1088,,2025.747
2003,1088,,2019.549
2002,1088,,2026.02
2017,1089,,2036.286
2016,1089,,2032.659
2015,1089,,2030.622
2014,1089,,2030.302
2013,1089,,2028.83
2012,1089,,2030.081
2011,1089,,2025.845
2010,1089,,2026.55
2009,1089,,2026.286
2008,1089,,2023.272
2007,1089,,2023.266
2006,1089,,2026.07
2005,1089,,2022.782
2004,1089,,2021.513
2003,1089,,2020.091
2002,1089,,2021.915
2017,1090,,2035.786
2016,1090,,2035.495
2015,1090,,2034.102
2014,1090,,2033.894
2013,1090,,2028.504
2012,1090,,2028.595
2011,1090,,2029.87
2010,1090,,2027.681
2009,1090,,2028.454
2008,1090,,2024.178
2007,1090,,2023.786
2006,1090,,2023.418
2005,1090,,2023.382
2004,1090,,2023.274
2003,1090,,2020.085
2002,1090,,2023.88
2017,1091,,2038.923
2016,1091,,2036.936
2015,1091,,2034.298
2014,1091,,2035.967
2013,1091,,2034.076
2012,1091,,2031.497
2011,1091,,2030.899
2010,1091,,2027.993
2009,1091,,2027.853
2008,1091,,2027.246
2007,1091,,2023.88
2006,1091,,2026.135
2005,1091,,2023.751
2004,1091,,2026.164
2003,1091,,2019.825
2002,1091,,2024.135
2017,1092,,2035.688
2016,1092,,2033.331
2015,1092,,2033.527
2014,1092,,2033.642
2013,1092,,2030.073
2012,1092,,2029.689
2011,1092,,2029.262
2010,1092,,2028.027
2009,1092,,2027.123
2008,1092,,2026.612
2007,1092,,2025.055
2006,1092,,2024.453
2005,1092,,2025.337
2004,1092,,2023.043
2003,1092,,2020.717
2002,1092,,2023.104
2017,1093,,2036.893
2016,1093,,2031.786
2015,1093,,2032.182
2014,1093,,2032.848
2013,1093,,2030.147
2012,1093,,2029.83
2011,1093,,2026.86
2010,1093,,2026.655
2009,1093,,2025.503
2008,1093,,2027.037
2007,1093,,2023.671
2006,1093,,2022.202
2005,1093,,2023.082
2004,1093,,2024.58
2003,1093,,2018.716
2002,1093,,2021.97
2017,1094,,2037.651
2016,1094,,2034.666
2015,1094,,2034.052
2014,1094,,2034.581
2013,1094,,2030.15
2012,1094,,2028.781
2011,1094,,2028.797
2010,1094,,2027.223
2009,1094,,2027.355
2008,1094,,2028.439
2007,1094,,2025.29
2006,1094,,2025.199
2005,1094,,2024.668
2004,1094,,2024.824
2003,1094,,2017.748
2002,1094,,2022.541
2017,1095,,2036.889
2016,1095,,2033.491
2015,1095,,2033.559
2014,1095,,2032.882
2013,1095,,2030.236
2012,1095,,2030.43
2011,1095,,2029.363
2010,1095,,2025.577
2009,1095,,2026.149
2008,1095,,2025.514
2007,1095,,2024.327
2006,1095,,2023.661
2005,1095,,2026.728
2004,1095,,2022.547
2003,1095,,2019.119
2002,1095,,2022.279
2017,1096,,2035.185
2016,1096,,2032.916
2015,1096,,2034.231
2014,1096,,2033.448
2013,1096,,2030.647
2012,1096,,2028.115
2011,1096,,2028.936
2010,1096,,2027.896
2009,1096,,2024.609
2008,1096,,2025.983
2007,1096,,2024.048
2006,1096,,2023.733
2005,1096,,2025.422
2004,1096,,2024.803
2003,1096,,2018.771
2002,1096,,2023.086
2017,1097,,2034.438
2016,1097,,2036.629
2015,1097,,2035.708
2014,1097,,2036.364
2013,1097,,2033.616
2012,1097,,2031.788
2011,1097,,2033.227
2010,1097,,2030.782
2009,1097,,2028.054
2008,1097,,2027.875
2007,1097,,2026.429
2006,1097,,2027.31
2005,1097,,2026.899
2004,1097,,2026.4
2003,1097,,2022.292
2002,1097,,2025.551
2017,1098,,2036.139
2016,1098,,2034.819
2015,1098,,2033.28
2014,1098,,2033.815
2013,1098,,2030.55
2012,1098,,2029.235
2011,1098,,2029.598
2010,1098,,2028.896
2009,1098,,2025.822
2008,1098,,2026.392
2007,1098,,2024.382
2006,1098,,2023.95
2005,1098,,2024.873
2004,1098,,2023.229
2003,1098,,2018.453
2002,1098,,2024.078
2017,1099,,2034.04
2016,1099,,2032.324
2015,1099,,2033.374
2014,1099,,2033.313
2013,1099,,2026.56
2012,1099,,2029.01
2011,1099,,2026.215
2010,1099,,2025.015
2009,1099,,2025.621
2008,1099,,2025.074
2007,1099,,2022.408
2006,1099,,2023.498
2005,1099,,2024.586
2004,1099,,2022.802
2003,1099,,2017.151
2002,1099,,2022.818
2017,1100,,2036.42
2016,1100,,2033.233
2015,1100,,2033.176
2014,1100,,2030.18
2013,1100,,2029.515
2012,1100,,2027.345
2011,1100,,2025.024
2010,1100,,2026.806
2009,1100,,2025.468
2008,1100,,2025.823
2007,1100,,2023.019
2006,1100,,2022.179
2005,1100,,2024.635
2004,1100,,2022.539
2003,1100,,2017.069
2002,1100,,2022.053
2017,1101,2009,2151.198
2016,1101,2009,2144.836
2015,1101,2009,2140.462
2014,1101,2009,2135.282
2013,1101,2009,2130.498
2012,1101,2009,2125.671
2011,1101,2009,2122.402
2010,1101,2009,2112.316
2009,1101,2009,2108.361
2008,1101,2009,2009.312
2007,1101,2009,2005.509
2006,1101,2009,2006.604
2005,1101,2009,2008.687
2004,1101,2009,2005.533
2003,1101,2009,2001.003
2002,1101,2009,2004.872
2017,1102,2009,2151.644
2016,1102,2009,2145.899
2015,1102,2009,2142.937
2014,1102,2009,2138.589
2013,1102,2009,2128.963
2012,1102,2009,2125.167
2011,1102,2009,2121.471
2010,1102,2009,2115.066
2009,1102,2009,2110.43
2008,1102,2009,2011.296
2007,1102,2009,2008.637
2006,1102,2009,2006.018
2005,1102,2009,2009.486
2004,1102,2009,2009.383
2003,1102,2009,2003.86
2002,1102,2009,2005.872
2017,1103,2009,2152.191
2016,1103,2009,2146.754
2015,1103,2009,2140.929
2014,1103,2009,2138.587
2013,1103,2009,2130.619
2012,1103,2009,2123.573
2011,1103,2009,2119.932
2010,1103,2009,2114.604
2009,1103,2009,2107.922
2008,1103,2009,2006.271
2007,1103,2009,2007.822
2006,1103,2009,2008.899
2005,1103,2009,2008.759
2004,1103,2009,2007.312
2003,1103,2009,2001.527
2002,1103,2009,2005.04
2017,1104,2009,2151.954
2016,1104,2009,2147.266
2015,1104,2009,2140.859
2014,1104,2009,2135.816
2013,1104,2009,2129.818
2012,1104,2009,2124.565
2011,1104,2009,2117.607
2010,1104,2009,2115.362
2009,1104,2009,2107.842
2008,1104,2009,2006.879
2007,1104,2009,2006.297
2006,1104,2009,2007.758
2005,1104,2009,2008.358
2004,1104,2009,2007.084
2003,1104,2009,2001.359
2002,1104,2009,2004.873
2017,1105,2009,2154.175
2016,1105,2009,2148.826
2015,1105,2009,2145.965
2014,1105,2009,2138.585
2013,1105,2009,2132.7
2012,1105,2009,2128.427
2011,1105,2009,2120.635
2010,1105,2009,2119.478
2009,1105,2009,2112.136
2008,1105,2009,2013.708
2007,1105,2009,2010.599
2006,1105,2009,2008.634
2005,1105,2009,2011.749
2004,1105,2009,2011.245
2003,1105,2009,2005.548
2002,1105,2009,2008.462
2017,1106,2009,2155.765
2016,1106,2009,2146.996
2015,1106,2009,2141.717
2014,1106,2009,2139.572
2013,1106,2009,2131.219
2012,1106,2009,2126.98
2011,1106,2009,2121.535
2010,1106,2009,2115.406
2009,1106,2009,2110.373
2008,1106,2009,2011.571
2007,1106,2009,2008.841
2006,1106,2009,2009.151
2005,1106,2009,2009.971
2004,1106,2009,2010.268
2003,1106,2009,2001.744
2002,1106,2009,2006.792
2017,1107,2009,2151.668
2016,1107,2009,2147.132
2015,1107,2009,2140.404
2014,1107,2009,2137.805
2013,1107,2009,2129.361
2012,1107,2009,2124.695
2011,1107,2009,2117.107
2010,1107,2009,2115.094
2009,1107,2009,2108.936
2008,1107,2009,2009.733
2007,1107,2009,2010.257
2006,1107,2009,2009.212
2005,1107,2009,2008.134
2004,1107,2009,2009.047
2003,1107,2009,2004.464
2002,1107,2009,2002.667
2017,1108,2009,2155.093
2016,1108,2009,2149.78
2015,1108,2009,2144.171
2014,1108,2009,2140.388
2013,1108,2009,2133.955
2012,1108,2009,2127.452
2011,1108,2009,2119.695
2010,1108,2009,2118.501
2009,1108,2009,2112.827
2008,1108,2009,2011.727
2007,1108,2009,2008.91
2006,1108,2009,2010.494
2005,1108,2009,2010.274
2004,1108,2009,2010.558
2003,1108,2009,2004.741
2002,1108,2009,2008.005
2017,1109,2009,2155.321
2016,1109,2009,2147.916
2015,1109,2009,2141.141
2014,1109,2009,2138.576
2013,1109,2009,2132.776
2012,1109,2009,2127.457
2011,1109,2009,2124.473
2010,1109,2009,2117.218
2009,1109,2009,2110.634
2008,1109,2009,2010.881
2007,1109,2009,2008.631
2006,1109,2009,2012.97
2005,1109,2009,2010.066
2004,1109,2009,2009.147
2003,1109,2009,2005.415
2002,1109,2009,2009.152
2017,1110,2009,2150.59
2016,1110,2009,2146.172
2015,1110,2009,2141.579
2014,1110,2009,2134.235
2013,1110,2009,2129.533
2012,1110,2009,2126.493
2011,1110,2009,2120.661
2010,1110,2009,2115.789
2009,1110,2009,2110.281
2008,1110,2009,2011.734
2007,1110,2009,2007.694
2006,1110,2009,2008.411
2005,1110,2009,2006.295
2004,1110,2009,2006.422
2003,1110,2009,2002.254
2002,1110,2009,2005.738
2017,1111,2009,2151.155
2016,1111,2009,2145.374
2015,1111,2009,2139.366
2014,1111,2009,2137.585
2013,1111,2009,2127.057
2012,1111,2009,2121.838
2011,1111,2009,2119.116
2010,1111,2009,2115.592
2009,1111,2009,2109.998
2008,1111,2009,2011.056
2007,1111,2009,2009.207
2006,1111,2009,2006.956
2005,1111,2009,2008.269
2004,1111,2009,2005.201
2003,1111,2009,2002.336
2002,1111,2009,2007.149
2017,1112,2009,2151.452
2016,1112,2009,2144.126
2015,1112,2009,2139.43
2014,1112,2009,2136.186
2013,1112,2009,2127.054
2012,1112,2009,2125.268
2011,1112,2009,2119.011
2010,1112,2009,2115.706
2009,1112,2009,2107.676
2008,1112,2009,2009.534
2007,1112,2009,2007.252
2006,1112,2009,2004.346
2005,1112,2009,2005.758
2004,1112,2009,2008.565
2003,1112,2009,2001.548
2002,1112,2009,2006.631
2017,1113,2009,2150.84
